user_id,signup_date,country,acquisition_channel,utm_campaign,first_device,gender,age,plan,marketing_opt_in,is_churned,churn_date
105,2025-07-23,CO,referral,,tablet,female,36,basic,True,False,
106,2025-07-16,IT,organic,retargeting,mobile,male,40,free,True,False,
107,2025-07-11,DE,paid_search,back_to_school,desktop,female,38,basic,False,False,
108,2025-04-20,DE,affiliate,competitor,mobile,male,18,free,False,False,
109,2024-12-03,ES,organic,,mobile,male,36,basic,True,False,
110,2025-05-19,IE,paid_social,,tablet,female,46,basic,False,True,2025-06-27
111,2024-07-17,CO,email,,desktop,female,35,pro,False,True,2024-08-01
112,2025-07-12,MX,organic,back_to_school,mobile,male,20,free,,False,
113,2025-02-01,CO,email,,mobile,male,30,basic,True,False,
114,2024-11-24,FR,referral,,desktop,female,39,free,False,True,2024-12-14
115,2024-12-27,ES,affiliate,black_friday,mobile,female,51,free,True,False,
116,2025-02-10,FR,paid_search,back_to_school,desktop,unknown,18,free,True,False,
117,2024-01-27,NL,referral,,mobile,unknown,37,free,False,False,
118,2024-04-09,PL,paid_social,,mobile,unknown,24,free,False,True,2024-09-09
119,2024-06-24,US,email,,desktop,female,38,pro,True,False,
120,2024-03-22,ES,email,brand,desktop,female,39,basic,True,False,
121,2024-11-10,NL,referral,,desktop,male,31,free,False,False,
122,2025-04-22,FR,organic,spring_sale,mobile,female,39,free,False,False,
123,2025-04-12,FR,affiliate,back_to_school,desktop,male,44,free,True,False,
124,2024-12-02,US,influencer,brand,desktop,female,31,free,False,False,
125,2025-09-03,BR,paid_search,,desktop,male,20,basic,False,False,
126,2025-02-08,NL,referral,black_friday,desktop,male,47,basic,True,False,
127,2024-02-26,ES,paid_search,retargeting,mobile,male,41,free,True,False,
128,2025-06-30,DE,paid_search,brand,mobile,male,39,basic,True,False,
129,2025-02-14,AR,organic,retargeting,mobile,male,26,basic,True,False,
130,2025-03-29,BE,paid_search,back_to_school,mobile,female,43,free,False,True,2025-07-23
131,2025-02-08,US,organic,,desktop,female,53,free,True,True,2025-04-08
132,2025-01-30,PT,organic,back_to_school,mobile,male,32,basic,True,True,2025-02-20
133,2024-03-05,PT,affiliate,black_friday,desktop,female,34,free,False,False,
134,2025-02-03,UK,display,back_to_school,tablet,male,22,basic,True,False,
135,2025-07-22,MX,paid_social,retargeting,mobile,male,26,basic,False,True,2025-08-08
136,2024-08-05,AR,influencer,retargeting,desktop,male,22,free,False,True,2024-08-23
137,2025-03-07,UK,affiliate,black_friday,desktop,male,34,pro,True,False,
138,2024-01-23,AR,organic,spring_sale,tablet,female,30,free,True,False,
139,2024-09-05,US,referral,retargeting,tablet,male,37,free,True,True,2025-01-15
140,2024-11-08,US,affiliate,brand,mobile,female,24,pro,False,True,2024-12-27
141,2025-12-03,AR,organic,,mobile,female,31,basic,True,True,2025-12-15
142,2024-06-02,ES,referral,competitor,mobile,male,23,free,True,True,2024-07-29
143,2024-07-16,ES,referral,competitor,mobile,male,35,free,False,False,
144,2024-10-19,ES,email,,desktop,female,18,pro,True,False,
145,2025-12-10,UK,organic,brand,mobile,male,35,free,True,True,2025-12-15
146,2025-09-02,MX,email,black_friday,mobile,male,30,free,True,True,2025-11-30
147,2024-01-25,ES,organic,,desktop,male,35,pro,False,True,2024-07-19
148,2024-06-16,UK,paid_search,brand,mobile,male,18,free,True,False,
149,2025-08-10,BE,organic,,mobile,female,40,free,True,False,
150,2024-02-11,NL,referral,retargeting,mobile,male,30,pro,True,False,
151,2025-09-03,DE,paid_search,black_friday,mobile,female,35,basic,True,False,
152,2024-07-20,FR,paid_search,retargeting,mobile,female,18,basic,True,False,
153,2025-10-18,ES,paid_search,,mobile,male,21,free,True,True,2025-12-15
154,2024-07-28,ES,organic,retargeting,desktop,female,29,basic,True,False,
155,2024-11-06,ES,organic,,mobile,female,47,free,True,True,2025-05-07
156,2025-04-18,PT,email,spring_sale,desktop,male,38,basic,False,True,2025-04-25
157,2024-03-31,DK,display,,desktop,male,34,free,False,True,2024-05-10
158,2025-02-02,BE,influencer,retargeting,desktop,female,24,free,True,False,
159,2024-12-27,PL,organic,black_friday,mobile,male,22,free,True,True,2025-01-30
160,2025-07-14,ES,paid_search,black_friday,mobile,male,36,enterprise,True,False,
161,2025-12-13,UK,organic,brand,mobile,male,40,pro,True,False,
162,2025-04-19,FR,paid_search,,mobile,female,35,pro,True,False,
163,2024-10-19,SE,organic,retargeting,desktop,female,50,basic,,False,
164,2024-10-17,US,referral,spring_sale,mobile,female,26,free,True,False,
165,2024-10-25,SE,email,black_friday,desktop,male,35,free,False,False,
166,2025-08-05,IT,paid_search,competitor,tablet,female,18,pro,True,True,2025-12-15
167,2024-08-17,IT,paid_search,brand,desktop,female,35,free,True,True,2025-02-18
168,2024-04-29,UK,referral,black_friday,desktop,male,48,basic,True,False,
169,2024-08-27,BR,paid_social,,mobile,female,23,basic,False,True,2024-09-03
170,2024-01-17,NO,influencer,brand,mobile,male,41,basic,True,True,2024-04-06
171,2024-03-16,ES,organic,,desktop,male,47,basic,True,True,2024-07-14
172,2024-03-05,US,paid_social,retargeting,mobile,female,26,enterprise,False,False,
173,2025-07-05,ES,organic,black_friday,mobile,male,38,free,True,True,2025-08-16
174,2025-05-31,IT,paid_social,retargeting,desktop,female,49,basic,False,True,2025-09-04
175,2025-05-13,IT,paid_search,,mobile,female,35,basic,False,False,
176,2024-11-26,BE,paid_social,,desktop,female,41,enterprise,True,False,
177,2025-05-27,US,paid_social,brand,mobile,female,18,free,True,True,2025-09-03
178,2024-04-25,FR,affiliate,,desktop,female,39,basic,True,False,
179,2025-10-05,SE,organic,black_friday,mobile,male,38,free,False,False,
180,2024-12-24,UK,display,black_friday,tablet,male,20,basic,False,False,
181,2025-11-01,NL,email,retargeting,desktop,male,23,basic,True,True,2025-11-23
182,2024-04-18,ES,paid_social,,desktop,female,39,free,True,True,2024-08-21
183,2024-12-21,UK,paid_search,retargeting,tablet,male,30,free,True,False,
184,2025-05-12,AR,paid_social,back_to_school,desktop,male,44,free,False,False,
185,2024-12-20,FR,organic,competitor,mobile,female,36,free,True,True,2025-10-07
186,2024-11-15,US,organic,retargeting,mobile,male,34,pro,False,False,
187,2024-04-28,PL,paid_search,,mobile,female,31,basic,True,True,2025-01-22
188,2024-09-29,CO,display,brand,mobile,female,36,free,False,True,2024-10-06
189,2024-06-19,DE,organic,spring_sale,mobile,male,41,free,True,True,2024-08-18
190,2024-08-03,MX,influencer,,mobile,male,38,free,True,True,2024-08-26
191,2025-05-03,FR,affiliate,competitor,mobile,female,29,pro,True,False,
192,2025-03-26,PT,email,brand,mobile,female,45,basic,True,False,
193,2025-03-10,PT,referral,,mobile,female,40,free,False,True,2025-12-15
194,2024-09-15,AT,paid_search,brand,mobile,male,37,free,False,True,2025-01-24
195,2025-11-17,FR,organic,,mobile,female,34,basic,True,True,2025-12-15
196,2024-03-03,DE,organic,retargeting,desktop,male,38,free,True,False,
197,2024-09-01,CO,email,brand,desktop,female,18,pro,True,False,
198,2024-03-25,NO,affiliate,competitor,mobile,male,35,free,False,False,
199,2024-08-30,UK,display,,desktop,female,49,free,True,True,2024-12-27
200,2025-11-18,ES,paid_search,,desktop,female,35,free,True,False,
201,2024-09-18,CO,organic,spring_sale,mobile,female,34,free,True,True,2024-10-30
202,2025-10-11,US,paid_social,back_to_school,mobile,female,27,free,,True,2025-12-15
203,2024-12-19,CO,paid_search,,desktop,male,38,basic,True,True,2025-02-08
204,2025-05-15,DE,organic,,mobile,female,31,free,,True,2025-07-06
205,2024-11-23,ES,paid_social,back_to_school,mobile,male,46,basic,False,False,
206,2024-07-09,US,influencer,brand,desktop,male,24,free,True,False,
207,2025-06-30,PL,organic,black_friday,mobile,female,28,free,True,False,
208,2025-11-23,MX,paid_search,,desktop,male,27,free,False,False,
209,2024-07-07,ES,organic,,mobile,female,51,free,True,False,
210,2025-07-10,NL,organic,back_to_school,mobile,female,31,pro,True,False,
211,2024-07-05,ES,referral,brand,mobile,female,28,free,False,False,
212,2025-05-27,PT,paid_search,black_friday,mobile,female,18,basic,False,True,2025-09-01
213,2025-07-18,CO,organic,back_to_school,mobile,female,24,free,False,True,2025-08-26
214,2024-11-17,US,display,back_to_school,desktop,female,38,basic,,True,2024-12-11
215,2025-06-10,FR,paid_search,,desktop,female,38,basic,False,False,
216,2024-07-13,BE,organic,retargeting,mobile,female,26,pro,False,False,
217,2024-02-26,PT,organic,back_to_school,tablet,female,27,pro,True,False,
218,2024-03-09,PT,organic,brand,desktop,female,52,free,False,False,
219,2024-11-15,ES,referral,brand,mobile,female,60,basic,False,False,
220,2025-10-07,SE,email,retargeting,mobile,female,44,free,True,True,2025-10-14
221,2024-04-01,BE,referral,brand,mobile,male,49,basic,,False,
222,2024-11-21,ES,affiliate,retargeting,mobile,male,51,free,True,True,2025-03-14
223,2025-05-18,ES,email,black_friday,mobile,female,55,pro,True,True,2025-08-25
224,2024-05-24,PT,paid_search,brand,tablet,male,30,enterprise,True,False,
225,2025-05-30,UK,paid_search,,mobile,male,24,free,False,True,2025-12-15
226,2024-08-06,ES,paid_search,,mobile,male,51,basic,True,True,2024-11-24
227,2025-08-01,US,organic,retargeting,desktop,female,23,pro,True,False,
228,2025-02-18,AT,affiliate,,mobile,female,23,free,True,True,2025-04-28
229,2025-01-26,FR,influencer,back_to_school,desktop,male,23,basic,False,False,
230,2024-05-06,US,display,black_friday,tablet,male,32,enterprise,False,False,
231,2024-11-27,NL,paid_social,back_to_school,desktop,male,18,pro,True,False,
232,2025-09-04,DE,display,,mobile,female,19,free,,True,2025-12-15
233,2024-01-14,US,organic,,mobile,female,27,pro,True,False,
234,2025-06-26,UK,referral,back_to_school,desktop,male,21,basic,False,False,
235,2024-12-18,IT,paid_search,spring_sale,desktop,male,44,basic,,False,
236,2025-05-29,ES,paid_search,back_to_school,mobile,male,33,free,True,False,
237,2025-04-19,US,paid_social,,mobile,male,39,basic,False,False,
238,2024-11-04,FR,paid_social,,desktop,male,38,free,False,False,
239,2024-08-08,DE,affiliate,spring_sale,desktop,male,31,free,True,False,
240,2025-03-24,US,paid_social,brand,desktop,male,43,free,,False,
241,2024-04-10,ES,email,,desktop,male,38,pro,False,False,
242,2025-02-21,AR,referral,black_friday,mobile,male,30,basic,False,True,2025-02-28
243,2024-03-08,DE,paid_social,spring_sale,mobile,female,18,basic,False,True,2025-05-18
244,2025-04-09,DE,organic,,mobile,male,38,free,True,False,
245,2025-03-25,CH,organic,,mobile,female,20,basic,False,False,
246,2024-03-01,DE,affiliate,retargeting,desktop,female,37,basic,True,True,2024-04-22
247,2025-06-25,FR,organic,,desktop,male,34,free,False,False,
248,2024-10-24,ES,paid_social,brand,mobile,female,19,basic,True,False,
249,2025-07-16,DE,organic,,mobile,female,36,free,False,True,2025-09-30
250,2024-01-30,CO,organic,black_friday,mobile,male,35,free,True,False,
251,2024-05-08,ES,organic,,mobile,male,35,basic,True,True,2024-11-11
252,2024-12-19,AR,paid_search,brand,mobile,male,34,pro,,True,2025-01-12
253,2024-05-14,UK,referral,competitor,mobile,male,26,free,True,False,
254,2024-08-23,IE,affiliate,retargeting,desktop,female,39,basic,True,False,
255,2025-04-17,US,display,back_to_school,mobile,female,26,free,False,False,
256,2024-04-13,ES,referral,brand,mobile,unknown,22,free,False,False,
257,2025-04-29,CO,paid_search,black_friday,mobile,female,40,basic,True,False,
258,2024-03-14,US,paid_social,spring_sale,desktop,male,42,free,False,False,
259,2024-05-05,US,referral,retargeting,desktop,female,39,basic,False,False,
260,2025-02-24,IT,organic,spring_sale,desktop,female,31,basic,False,False,
261,2025-07-21,NL,referral,retargeting,mobile,male,18,basic,False,True,2025-12-15
262,2024-05-01,UK,paid_social,,desktop,unknown,48,free,True,True,2024-05-24
263,2024-08-02,ES,paid_search,competitor,mobile,female,18,basic,True,False,
264,2025-10-23,ES,referral,,mobile,male,39,basic,,False,
265,2025-12-08,US,display,back_to_school,mobile,female,54,free,False,True,2025-12-15
266,2025-02-19,UK,referral,retargeting,mobile,male,34,enterprise,True,False,
267,2024-11-15,ES,organic,spring_sale,tablet,female,36,pro,False,True,2025-07-07
268,2024-09-05,MX,email,back_to_school,mobile,male,37,basic,True,False,
269,2025-03-13,ES,organic,competitor,desktop,female,35,free,True,False,
270,2025-02-26,BR,paid_search,,mobile,female,57,basic,True,False,
271,2024-07-29,US,display,retargeting,desktop,male,25,free,True,False,
272,2024-01-17,US,organic,retargeting,mobile,female,23,free,True,False,
273,2024-04-18,UK,paid_social,,desktop,male,30,pro,True,False,
274,2025-11-16,UK,organic,spring_sale,desktop,female,50,free,False,False,
275,2024-10-25,ES,display,competitor,desktop,male,27,basic,False,True,2025-06-05
276,2024-12-10,AR,organic,retargeting,desktop,female,37,basic,True,False,
277,2024-11-29,IT,email,brand,tablet,male,44,basic,True,False,
278,2025-07-13,UK,paid_social,black_friday,mobile,male,41,enterprise,False,False,
279,2024-02-16,ES,referral,,mobile,female,43,free,False,True,2024-04-27
280,2024-02-29,ES,paid_search,,desktop,male,47,basic,False,False,
281,2024-07-16,MX,organic,competitor,mobile,male,36,free,True,False,
282,2024-12-13,IT,paid_social,black_friday,desktop,male,28,free,True,True,2025-01-18
283,2025-04-24,IT,organic,competitor,mobile,male,34,basic,False,False,
284,2024-12-16,FR,referral,spring_sale,tablet,male,30,free,True,False,
285,2024-11-11,AR,organic,black_friday,mobile,female,58,free,True,False,
286,2025-11-01,IE,organic,brand,tablet,female,28,free,True,False,
287,2024-04-25,UK,organic,,mobile,non_binary,38,free,False,True,2024-06-25
288,2025-02-12,AR,paid_search,brand,mobile,female,18,free,,True,2025-02-19
289,2025-01-22,UK,organic,back_to_school,desktop,male,34,basic,True,False,
290,2024-12-04,AR,paid_search,retargeting,mobile,male,30,free,True,False,
291,2025-07-31,ES,display,,mobile,male,40,basic,False,False,
292,2024-07-09,IT,referral,back_to_school,mobile,female,40,basic,True,True,2024-08-03
293,2025-11-12,UK,email,,desktop,female,47,free,True,False,
294,2024-08-25,ES,paid_search,brand,mobile,female,46,pro,True,False,
295,2025-01-24,SE,paid_search,,mobile,female,32,basic,True,True,2025-05-31
296,2025-01-07,PL,organic,brand,mobile,unknown,24,free,True,True,2025-03-14
297,2025-08-30,FR,organic,retargeting,mobile,female,25,basic,False,True,2025-12-15
298,2024-11-09,IT,email,spring_sale,mobile,female,36,free,True,False,
299,2024-07-22,BR,affiliate,,mobile,male,35,free,True,True,2025-02-01
300,2024-01-16,NL,email,back_to_school,mobile,male,36,basic,True,False,
301,2024-09-17,CH,referral,brand,mobile,female,28,free,True,True,2025-01-31
302,2025-08-13,US,display,black_friday,desktop,male,47,free,True,False,
303,2024-01-08,FR,paid_search,brand,tablet,female,18,free,True,False,
304,2025-10-02,PL,organic,spring_sale,desktop,female,27,free,True,False,
305,2025-01-23,MX,referral,retargeting,mobile,female,22,pro,True,False,
306,2024-04-10,AR,paid_search,retargeting,desktop,male,31,pro,True,False,
307,2024-08-04,ES,organic,black_friday,mobile,male,45,basic,True,True,2024-12-06
308,2025-01-31,FR,paid_search,,mobile,male,30,free,True,False,
309,2024-08-13,ES,organic,back_to_school,mobile,unknown,34,pro,True,False,
310,2024-03-18,IT,paid_search,,mobile,male,40,free,True,True,2024-11-05
311,2025-04-21,DE,organic,black_friday,mobile,female,30,basic,False,False,
312,2025-04-25,NL,influencer,,desktop,male,37,free,True,True,2025-05-20
313,2024-03-25,FR,affiliate,,desktop,unknown,36,free,False,False,
314,2024-07-20,AT,display,brand,mobile,female,22,basic,True,True,2024-10-09
315,2024-06-23,AR,referral,,desktop,male,28,free,True,False,
316,2025-04-16,ES,organic,,mobile,male,37,free,True,False,
317,2025-06-06,FR,paid_social,,desktop,female,46,free,True,False,
318,2025-06-03,ES,organic,spring_sale,desktop,male,46,free,False,False,
319,2025-11-02,CO,paid_social,back_to_school,desktop,female,54,basic,True,False,
320,2025-07-03,NL,display,black_friday,mobile,male,38,free,True,True,2025-07-21
321,2024-08-17,DE,influencer,brand,desktop,male,29,free,True,False,
322,2024-03-18,IT,organic,back_to_school,mobile,female,32,basic,True,True,2024-05-22
323,2025-03-15,US,paid_social,,mobile,male,32,free,True,False,
324,2025-10-16,US,affiliate,,desktop,female,29,free,True,False,
325,2025-11-28,IT,organic,black_friday,mobile,male,37,free,True,True,2025-12-15
326,2024-06-13,FR,referral,black_friday,mobile,male,37,basic,True,False,
327,2024-06-18,AR,paid_social,brand,desktop,male,21,free,True,False,
328,2024-01-27,US,organic,retargeting,mobile,female,44,basic,True,False,
329,2024-04-11,ES,email,,mobile,male,18,free,True,False,
330,2025-01-31,UK,referral,brand,mobile,female,31,basic,False,False,
331,2025-01-25,ES,affiliate,,desktop,male,44,basic,False,True,2025-02-21
332,2024-09-22,UK,paid_search,,desktop,male,39,basic,False,False,
333,2024-08-09,AR,email,,desktop,male,29,free,True,False,
334,2025-08-16,ES,organic,retargeting,desktop,female,53,basic,False,False,
335,2024-11-24,DE,referral,,mobile,male,29,free,False,True,2024-12-21
336,2025-07-31,UK,influencer,,mobile,female,18,basic,True,False,
337,2025-11-19,FR,influencer,spring_sale,mobile,male,38,free,False,False,
338,2024-08-14,ES,organic,back_to_school,desktop,male,18,basic,True,False,
339,2024-05-24,FR,organic,brand,mobile,female,25,pro,True,False,
340,2025-11-12,IT,display,brand,mobile,male,39,free,False,False,
341,2025-03-29,DE,paid_search,competitor,mobile,female,28,basic,,False,
342,2024-07-27,CO,organic,black_friday,desktop,male,39,basic,True,False,
343,2025-03-20,CO,paid_search,brand,mobile,male,21,free,True,False,
344,2025-01-03,SE,paid_search,brand,desktop,male,42,pro,True,True,2025-01-16
345,2025-10-09,ES,email,competitor,mobile,female,18,free,True,False,
346,2024-07-02,ES,organic,brand,mobile,male,46,free,True,False,
347,2025-12-09,CH,paid_social,retargeting,mobile,female,28,free,False,False,
348,2025-10-31,DK,organic,,mobile,non_binary,48,free,False,True,2025-12-15
349,2024-05-09,ES,email,black_friday,desktop,female,25,free,False,True,2024-08-12
350,2024-04-27,MX,display,,desktop,male,52,free,True,False,
351,2025-01-16,PL,affiliate,,mobile,male,23,basic,True,True,2025-01-23
352,2024-02-02,FR,paid_search,retargeting,desktop,female,18,basic,True,False,
353,2024-08-01,BR,paid_search,competitor,tablet,male,33,basic,False,False,
354,2024-11-07,PL,email,back_to_school,desktop,male,45,free,True,True,2024-12-31
355,2025-11-24,BR,organic,competitor,mobile,male,41,free,False,True,2025-12-15
356,2025-12-10,BR,organic,brand,mobile,male,45,basic,True,False,
357,2024-04-18,ES,email,spring_sale,mobile,male,41,pro,False,False,
358,2025-09-29,UK,paid_social,black_friday,mobile,non_binary,25,free,True,True,2025-12-15
359,2024-03-06,ES,paid_social,brand,desktop,female,41,free,True,True,2024-04-04
360,2025-06-19,DE,paid_social,,mobile,female,34,free,True,False,
361,2025-08-27,DE,referral,brand,mobile,male,26,basic,,True,2025-09-18
362,2025-09-28,UK,influencer,,desktop,female,35,free,True,True,2025-10-05
363,2024-06-08,MX,organic,,mobile,female,32,free,True,True,2025-01-20
364,2025-09-30,ES,paid_search,spring_sale,mobile,male,47,free,True,False,
365,2024-03-23,PT,paid_social,,mobile,non_binary,28,basic,False,True,2024-04-07
366,2025-01-05,MX,display,retargeting,desktop,female,27,basic,False,False,
367,2024-12-01,PT,referral,brand,desktop,female,26,free,True,False,
368,2024-08-13,FR,referral,,desktop,female,52,free,,True,2024-11-25
369,2024-01-16,UK,paid_search,retargeting,mobile,male,27,free,False,True,2024-01-30
370,2025-07-05,ES,affiliate,,mobile,male,46,free,False,False,
371,2024-08-27,PT,organic,competitor,desktop,female,23,free,True,True,2024-11-01
372,2025-04-18,UK,affiliate,back_to_school,desktop,male,38,basic,True,True,2025-06-07
373,2024-10-20,FR,paid_social,brand,desktop,male,36,free,False,False,
374,2024-09-24,FR,organic,,mobile,female,45,pro,True,False,
375,2025-09-25,ES,organic,retargeting,desktop,male,44,free,False,True,2025-12-15
